,MONTH,DAY,PRCP,SNWD,TAVG,YEAR,30YAVG
0,1.0,1,1.9615384615384615,,10.423076923076923,1986.5,11.221794871794874
1,1.0,10,0.5384615384615384,,9.692307692307692,1986.5,10.588461538461537
2,1.0,11,0.15384615384615385,,10.23076923076923,1986.5,10.557925407925408
3,1.0,12,2.3076923076923075,,10.73076923076923,1986.5,10.551923076923078
4,1.0,13,1.9615384615384615,,10.384615384615385,1986.5,10.516272189349111
5,1.0,14,2.076923076923077,,9.653846153846153,1986.5,10.44908424908425
6,1.0,15,2.076923076923077,,9.653846153846153,1986.5,10.394871794871797
7,1.0,16,1.9230769230769231,,9.423076923076923,1986.5,10.34198717948718
8,1.0,17,3.5384615384615383,,8.76923076923077,1986.5,10.261538461538462
9,1.0,18,0.19230769230769232,,8.692307692307692,1986.5,10.170940170940172
10,1.0,19,0.6923076923076923,,9.076923076923077,1986.5,10.089338731443995
11,1.0,2,0.6538461538461539,,10.615384615384615,1986.5,11.207692307692309
12,1.0,20,0.6538461538461539,,9.461538461538462,1986.5,10.018589743589741
13,1.0,21,1.6153846153846154,,9.5,1986.5,9.96117216117216
14,1.0,22,1.3846153846153846,,9.192307692307692,1986.5,9.894755244755244
15,1.0,23,1.6538461538461537,,9.76923076923077,1986.5,9.865105908584168
16,1.0,24,0.6923076923076923,,10.076923076923077,1986.5,9.852884615384616
17,1.0,25,0.19230769230769232,,10.26923076923077,1986.5,9.865897435897436
18,1.0,26,0.19230769230769232,,10.461538461538462,1986.5,9.897041420118342
19,1.0,27,0.6538461538461539,,10.653846153846153,1986.5,9.921652421652421
20,1.0,28,1.6923076923076923,,10.23076923076923,1986.5,9.912728937728938
21,1.0,29,1.8461538461538463,,9.961538461538462,1986.5,9.871750663129973
22,1.0,3,1.3846153846153846,,10.192307692307692,1986.5,11.137179487179484
23,1.0,30,1.3846153846153846,,9.923076923076923,1986.5,9.844871794871796
24,1.0,31,1.4230769230769231,,9.346153846153847,1986.5,9.80897435897436
25,1.0,4,0.11538461538461539,,9.615384615384615,1986.5,11.036538461538461
26,1.0,5,0.0,,9.961538461538462,1986.5,10.933333333333335
27,1.0,6,2.0384615384615383,,9.73076923076923,1986.5,10.83974358974359
28,1.0,7,1.3846153846153846,,10.115384615384615,1986.5,10.771428571428572
29,1.0,8,0.9615384615384616,,9.76923076923077,1986.5,10.711217948717952
30,1.0,9,1.8846153846153846,,9.115384615384615,1986.5,10.644871794871793
31,2.0,1,1.3846153846153846,,9.192307692307692,1986.5,9.761538461538462
32,2.0,10,0.07692307692307693,,10.192307692307692,1986.5,9.717948717948719
33,2.0,11,0.0,,10.76923076923077,1986.5,9.71923076923077
34,2.0,12,1.3076923076923077,,11.153846153846153,1986.5,9.744871794871795
35,2.0,13,1.6153846153846154,,11.307692307692308,1986.5,9.799999999999999
36,2.0,14,2.3461538461538463,,10.961538461538462,1986.5,9.843589743589744
37,2.0,15,0.6923076923076923,,10.346153846153847,1986.5,9.874358974358975
38,2.0,16,0.8461538461538461,,10.5,1986.5,9.93205128205128
39,2.0,17,1.8846153846153846,,10.692307692307692,1986.5,9.998717948717948
40,2.0,18,1.1538461538461537,,10.115384615384615,1986.5,10.033333333333331
41,2.0,19,1.1923076923076923,,9.461538461538462,1986.5,10.033333333333331
42,2.0,2,1.1153846153846154,,9.115384615384615,1986.5,9.725641025641027
43,2.0,20,0.2692307692307692,,9.615384615384615,1986.5,10.037179487179488
44,2.0,21,1.3461538461538463,,9.884615384615385,1986.5,10.060256410256407
45,2.0,22,1.4615384615384615,,10.0,1986.5,10.06794871794872
46,2.0,23,2.5,,9.538461538461538,1986.5,10.05
47,2.0,24,2.6538461538461537,,9.538461538461538,1986.5,10.025641025641024
48,2.0,25,2.6538461538461537,,9.5,1986.5,9.993589743589741
49,2.0,26,1.4230769230769231,,9.807692307692308,1986.5,9.965384615384616
50,2.0,27,0.15384615384615385,,10.0,1986.5,9.957692307692307
51,2.0,28,0.23076923076923078,,9.884615384615385,1986.5,9.955128205128204
52,2.0,29,0.0,,9.333333333333334,1986.0,9.377777777777778
53,2.0,3,3.076923076923077,,9.461538461538462,1986.5,9.72051282051282
54,2.0,4,0.19230769230769232,,9.538461538461538,1986.5,9.706410256410258
55,2.0,5,3.730769230769231,,9.846153846153847,1986.5,9.71025641025641
56,2.0,6,3.3076923076923075,,9.846153846153847,1986.5,9.701282051282051
57,2.0,7,1.3076923076923077,,10.23076923076923,1986.5,9.716666666666667
58,2.0,8,1.8076923076923077,,9.5,1986.5,9.729487179487181
59,2.0,9,0.9615384615384616,,9.384615384615385,1986.5,9.71923076923077
60,3.0,1,0.07692307692307693,,10.153846153846153,1986.5,9.96025641025641
61,3.0,10,1.2307692307692308,,10.538461538461538,1986.5,10.375641025641025
62,3.0,11,2.6923076923076925,,10.153846153846153,1986.5,10.401282051282049
63,3.0,12,0.7307692307692307,,10.23076923076923,1986.5,10.399999999999999
64,3.0,13,1.3076923076923077,,10.461538461538462,1986.5,10.382051282051282
65,3.0,14,2.076923076923077,,11.307692307692308,1986.5,10.38974358974359
66,3.0,15,1.4230769230769231,,11.346153846153847,1986.5,10.389743589743592
67,3.0,16,1.6153846153846154,,11.384615384615385,1986.5,10.410256410256409
